ID|Naslov|Avtor|Mentor|Ključne besede|Leto|Jezik|Organizacija|Kraj|Ogledi|Prenosi
63231|ERROR PROBABILITY MODEL FOR IEEE 802.15.4 WIRELESS TRANSMISSION WITH CO-CHANNEL INTERFERENCE AND BACKGROUND NOISE|Pešović, Uroš|Planinšič, Peter|IEEE 802.15.4 standard, error probability model, co-channel interference, Rician fading channel, additive white Gaussian noise, wireless transmission, wireless sensor networks, numerical simulations, software defined radio|2016|Angleški jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|2502|149
64522|Jezikovna osnova stare cerkvene slovanščine|Nikolovski, Gjoko|Jesenšek, Marko|Slovani, stara cerkvena slovanščina, jezikovna osnova, genetolingvistična teorija, jugovzhodna makedonska narečna skupina, suški govor, velikomoravizmi, panonizmi, makedonski biblijski rokopisi|2016|Slovenski jezik|FF - Filozofska fakulteta|Maribor|3070|398
64505|Gorenjski mobiliziranci v nemški vojski 1943-45|Kokalj Kočevar, Monika|Friš, Darko|druga svetovna vojna, Gorenjska, vermanšaft, prisilna mobilizacija, nemška vojska, ujetniška taborišča, zavezniki, partizanske enote, protipartizanske enote|2016|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|3599|435
63080|VPLIV DODANEGA KOSTANJEVEGA TANINA V OBROKU MERJASCEV NA HISTOMORFOLOŠKE IN IMUNOHISTOKEMIČNE LASTNOSTI ČREVESJA TER JETER IN SESTAVIN VONJA PO MERJASCU|Bilić-Šobot, Diana|Škorjanc, Dejan|hidrolizirani tanini / črevesje / jetra / morfometrija / celična proliferacija / vonj po merjascu|2016|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|3202|177
63111|ANALIZA IN NADGRADNJA INFORMACIJSKEGA SISTEMA O RAZISKOVALNI DEJAVNOSTI S SEMANTIČNO KOMPONENTO|Bošnjak, Aleš|Podgorelec, Vili|Informacijski sistemi o raziskovalni dejavnosti, CRIS sistemi, metapodatkovni modeli ontologije, ontološko podprto iskanje, fasetirano iskanje|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|1672|194
62231|SUPERKONDENZATOR IN ENERGIJSKA IZKORIŠČENOST BATERIJSKO NAPAJANIH VOZIL|Španer, Marijan|Jezernik, Karel|Električno vozilo, energijski tok, akumulatorska baterija, superkondenzator, dvosmerni DC/DC pretvornik, vozni cikel, hibridni hranilnik energije|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|2608|184
64474|Praktično pedagoško usposabljanje v študijskih programih druge stopnje – primerjalna analiza med fakultetami Univerze v Mariboru|Rus, Danijela|Ivanuš-Grmek, Milena|praktično pedagoško usposabljanje, študijski programi druge stopnje, študentje, strokovni delavci v vzgoji in izobraževanju, Univerza v Mariboru, Fakulteta za naravoslovje in matematiko, Filozofska fakulteta, Pedagoška fakulteta|2016|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|2155|300
58436|Pravna razmerja med prodajalcem, prevoznikom in kupcem z vidika pogodbe o (mednarodni) prodaji blaga in pogodbe o (mednarodnem) prevozu blaga po cesti|Drev, Anja|Kranjc, Vesna|prodajna pogodba, prevozna pogodba, prevoz blaga po cesti, pravna razmerja med prodajalcem, prevoznikom in kupcem, OZ, CISG, ZPPCP-1, CMR|2016|Slovenski jezik|PF - Pravna fakulteta|Maribor|2892|401
57734|VPLIV DEJAVNIKOV NEPREMIČNINSKEGA TRGA NA TRŽNO VREDNOST NEPREMIČNIN|Golob, Ksenija|Pšunder, Igor|nepremičninski trg, gradbeništvo, cene nepremičnin, vplivni dejavniki, vrednost nepremičnin, zaznana vrednost nepremičnin|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|3844|521
62998|Problemi poučevanja filozofije v gimnaziji|Adam, Andrej|Borstner, Bojan|Filozofija vzgoje, didaktika filozofije, kritično mišljenje|2016|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|3296|334
64399|Vpliv filozofske antropologije na slovensko pedagoško misel v 30. letih 20. stoletja|Šmidhofer, Ana|Protner, Edvard|filozofska antropologija, duhoslovna oz. kulturna pedagogika, fenomenologija, predmetna teorija, zgodovina pedagogike (1920-1930), Slovenija|2016|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|2095|268
63983|Post-9/11 America: Poetic and Cultural Responses|Kočan Šalamon, Kristina|Gadpaille, Michelle|events of 9/11, contemporary American poetry, responses, media, politics, culture, trauma, crisis, content analysis, New Criticism, close reading, thematic criticism|2016|Angleški jezik|FF - Filozofska fakulteta|[Maribor|2411|179
64282|Vpliv jezikovnih dražljajev televizijskih oglasov na čustveno odzivanje z vključitvijo meritve fizioloških parametrov|Premrov, Emira|Teržan Kopecky, Karmen|jezikovni dražljaji, nejezikovni dražljaji, nemški jezik, slovenski jezik, televizijski oglasi, čustveno odzivanje|2016|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|1736|168
63400|Možnosti uveljavitve modela celodnevne osnovne šole v luči njenega razvoja na Slovenskem in mednarodne primerjave|Tinta, Andreja|Protner, Edvard|celodnevna šolska organizacija, strukturiranost, program, model celodnevne šole|2016|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|1468|160
64471|Kratka proza Alice Munro v slovenskem literarnem in kulturnem prostoru|Mohar, Tjaša|Gadpaille, Michelle|Alice Munro, kanadska književnost, kratka zgodba, sprejemanje, književni prevod|2016|Slovenski jezik|FF - Filozofska fakulteta|Maribor|2012|234
60381|Mehanizem dopiranja ultrafinega rutilnega TiO 2 za spreminjanje fotokatalitske aktivnosti|Lešnik, Maja|Drofenik, Miha|Titanov dioksid, rutil, dopiranje, hidrotermalna sinteza, vidni fotokatalizator, UV absorber|2016|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|3828|170
54918|Likvidnostna past in domena stabilnosti bančnega sistema: mrežni pristop|Steinbacher, Mitja|Jagrič, Timotej|bančni sistem, mrežni model, likvidnostna past, stabilnost, sistemsko tveganje, simulacije|2016|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|[Maribor|2504|267
57186|Model vplivnih dejavnikov, ključnih za uspešno poslovanje malih hotelov v Sloveniji|Zupan Korže, Saša|Lebe, Sonja Sibila|mali podjetniški hoteli, dejavniki uspeha, merila uspešnosti, model kompetenc|2016|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|[Maribor|3215|383
57181|VIABILNA REGIJA - REZULTAT INOVIRANJA Z DIALEKTIČNO TEORIJO SISTEMOV IN KIBERNETIKO POSLOVNIH SISTEMOV.tema prijavljena 8. 8. 2011|Potočnik, Amna|Mulej, Matjaž|dialektična teorija sistemov, družbena odgovornost, inoviranje, inovativnost, kibernetika, poslovna kibernetika, kibernetika managementa, regije, regionalni razvoj, Slovenija, strateški management, model viabilnega sistema|2016|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|[Maribor|2614|250
57221|Presoja inovativnosti menedžerjev s kazenskopravnega vidika kot bistvenega kriterija družbene odgovornosti|Cunk, Zoran|Mulej, Matjaž|Menedžer, kvaziinovacija, krimonomika, kaznivo dejanje, individualna integriteta subjektov, obča konsistentnost podjetja, univerzalna dialektična teorija sistemov|2016|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|[Maribor|1936|221
62669|SPREJETOST SPLETNIH UPORABNIŠKIH VMESNIKOV Z INTEGRIRANO PODPORNO TEHNOLOGIJO|Kous, Katja|Polančič, Gregor|spletna dostopnost, preverjanje uporabnosti, model ocenjevanja, podporne tehnologije integrirane v uporabniške vmesnike, končni uporabniki, osebe z disleksijo, priporočila za razvoj podporne tehnologije integrirane v spletni uporabniški vmesnik, priporočila za metodo preverjanja uporabnosti za osebe z disleksijo.|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|2225|314
61631|Razvoj modela za napovedovanje zdržljivosti preoblikovalnih orodij za vroče kovanje s trdimi prevlekami|Podgrajšek, Martin|Ren, Zoran|vroče kovanje, obraba, prevleke, doba trajanja, računalniško modeliranje|2016|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|2021|307
61892|OVREDNOTENJE POSNETKOV LiDAR ZA ZAZNAVO OBJEKTOV|Rupnik, Bojan|Žalik, Borut|LiDAR, gostota točk, lokalni razmik med točkami, Voronoijev diagram, zaznavanje objektov|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|1917|201
61829|Razvoj modela za inteligentno podporo odločanju na osnovi analize nesktrukturiranih vsebin|Pavlinek, Miha|Podgorelec, Vili|obdelava naravnega jezika, tekstovno rudarjenje, klasifikacija, tematsko modeliranje, delno nadzorovano učenje, samoučenje|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|2162|223
63657|Celovit pristop k pretvorbi elektronskih dokumentov v obliko za dolgoročno hrambo : doktorska disertacija|Hajtnik, Tatjana|Heričko, Marjan|e-zapisi, strategija pretvorbe, dolgoročna elektronska hramba, informacijske tehnologije, informacijski sistemi|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|2335|372
63656|Šahovski sistem rangiranja za primerjavo evolucijskih algoritmov : doktorska disertacija|Veček, Niki|Mernik, Marjan|evolutionary algorithms, computational experiment, null hypothesis, glicko, chess rating|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|1966|257
61921|Načrtovanje, modeliranje in vodenje sinhronskega reluktančnega generatorja z dvojnim statorskim navitjem|Igrec, Dalibor|Štumberger, Bojan|reluktančni generator, rotor z magnetnimi pregradami, dvojno statorsko navitje, magnetna sklopljenost, metoda končnih elementov, robustna sinteza povratne zanke|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|2188|224
57937|Vpliv staranja na mehanske lastnosti smolno vezanih brusov s korundnimi in SiC zrni|Matavž, Albin|Goričanec, Darko|smolno vezani brusi, mehanske lastnosti, natezna trdnost, statistične metode, staranje, mikroskopska analiza vzorcev brusov|2016|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|1902|81
59368|VROČANJE IN PRAVICA DO SODNEGA VARSTVA V SODNIH POSTOPKIH|Kežmah, Urška|Galič, Aleš|vročanje, civilno procesno pravo, pravica do sodnega varstva|2016|Slovenski jezik|PF - Pravna fakulteta|Maribor|3216|914
57105|UČINKOVITEJŠE NAČRTOVANJE PROJEKTOV OBNOVE ZGODOVINSKIH OBJEKTOV Z INTEGRACIJO TEHNOLOGIJ ZA UPRAVLJANJE ZNANJA|Dvornik Perhavec, Daniela|Rebolj, Danijel|projekti obnove, zgodovinski objekti, sistemi, podatkovne baze, ontologije, odločitvena drevesa, podatkovno rudarjenje, umetna inteligenca, teorija iger, zapornikova dilema, model za učinkovitejše načrtovanje, tehnologije upravljanja znanja|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|3262|186
58515|Preveritev in posodobitev izgorevanja goriva z uporabo ISOlib knjižnice v CORD-2 programu|Ćalić, Dušan|Trkov, Andrej|Monte Carlo, homogenizacija, deterministični, pomnoževalni faktor, porazdelitev moči, izotopska sestava, reaktorski izračuni, računalniški programi, hlajenje goriva, zgorevanje goriva, tlačnovodni lahkovodni reaktor|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|2434|278
57215|Inovativne metode pri gradnji mostov po tehnologiji postopnega narivanja|Markelj, Viktor|Bedenik, Branko|gradbene konstrukcije, mostovi, viadukti, tehnologija gradnje, postopno narivanje, prednapeti beton, inovacije, patent, most Ada preko Save v Beogradu, Ponting|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|3436|352
60332|Nadgradnje obstoječih stavb z lahkimi lesenimi konstrukcijami s stališča potresne odpornosti|Jančar, Jurij|Premrov, Miroslav|nadgradnja, obstoječa konstrukcija, lahke lesene konstrukcije, križno lepljen les, lesen okviren sistem, seizmične obremenitve, parametrična študija|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|3572|382
61790|Male and Female Response to Crisis in Ann Radcliffe's Gothic Romances|Braček, Tadej|Čerče, Danica|Ann Ward Radcliffe, gothic fiction, romances, males, females, crisis, response|2016|Angleški jezik|FF - Filozofska fakulteta|[Maribor|1892|171
60912|Kapucinska arhitektura v slovenskem etničnem prostoru do nastanka Ilirskih provinc|Martelanc, Tanja|Hozjan, Andrej|kapucini, redovna arhitektura, arhitektura uboštvenih redov, kapucinske konstitucije, kapucinski redovni arhitekti, arhitekturni traktati, p. Antonio da Pordenone, Štajerska kapucinska provinca, kapucinska arhitektura na Slovenskem, oprema kapucinskih samostanov, ikonografija kapucinskega reda, rekatolizacija|2016|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|2298|372
60634|Koroška deželna ustava 1849 ter njeni izvori in posledice|Schnabl, Bojan-Ilija|Klemenčič, Matjaž|Ustava, ustavna zgodovina, zgodovinopisje, kognitivne disonance, Koroška, Avstrija, koroški Slovenci, volilni red, deželni jezik, Janez N. Šlojsnik / Schloissnigg, kosezi, Zlata bula 1356, ideologija slovenske nadvojvodine Koroške, Notranja Avstrija, Ilirske province, kraljevina Ilirija, Franc Ksaver Lušin / Luschin, Jakob Peregrin Paulič / Paulitsch, Ignac Franc Zimmermann, Franc Ksaver Kutnar, revolucija 1848, Pillersdorfska ustava, Kroměřižški ustavni osnutek (Kremsierer Entwurf), Oktroirana marčna ustava, Silvestrski patent, koroška deželna ustava, Dunajski književni dogovor, državni zakonik (Reichsgesetzblatt), deželni zakonik (Landesgesetzblatt), krajevni imenik, 1849, 1854, 1860, Politična uravnavna deželna komisija (Landesorganisierungskommission), oktobrska diploma (Oktoberdiplom), februarski patent (Februarpatent), deželni statut, Avstro-ogrski kompromis (Ausgleich), decembrska ustava (Dezemberverfassung), 1867, Ivan Žolger, Kranjska, Štajerska, Goriško in Gradiško, Trst.|2016|Slovenski jezik|FF - Filozofska fakulteta|Maribor|3729|501
60740|Razvoj hibridnega stroja za delo na strmem terenu|Kodrič, Martin|Flašker, Jože|strma kmetijska površina, potencialna energija, izkoristek procesa obdelave, vitelni stroj, hibridni pogon, nevronske mreže, metoda matrik|2016|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|1893|210
60501|Deutsche lexikographische Terminologie - Theoretische und praktische Aspekte des elektronischen Fachwörterbuchs|Štavbar, Simona|Jesenšek, Vida|Lexikographie, lexikographische Terminologie, Datenbank, elektronisches Fachwörterbuch, Funktionstheorie, theoretische Basis|2016|Nemški jezik|FF - Filozofska fakulteta|[Maribor|1499|130
57671|Procesni model presojanja posegov obveščevalnih služb v komunikacijsko zasebnost kot logistični izziv|Žirovnik, Janez|Podbregar, Iztok|procesni model, presojanje posegov, komunikacijska zasebnost, obveščevalna dejavnost, zakonito prestrezanje|2016|Slovenski jezik|FL - Fakulteta za logistiko|Celje|2337|435
60792|Spremembe v srednjem črevesu in goltnih žlezah po okužbi medonosne čebele (Apis mellifera carnica) s sporami Nosema spp.|Soklič, Mateja|Gregorc, Aleš|Apis mellifera, srednje črevo, goltne žleze, Nosema spp., celična smrt|2016|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|3035|170
48124|KONCEPT ENOTNE VOZOVNICE ZA JAVNI POTNIŠKI PROMET NA OSNOVI MEDNARODNIH PLAČILNIH KARTIC|Zalar, Dušan|Rebolj, Danijel|javni potniški promet, vozovnični sistemi, pametna vozovnica, integrirana vozovnica, interoperabilna vozovnica, brezstična plačilna kartica, vozovnični sistemi na bazi kartice, vozovnični sistemi na bazi računa, vozovnični sistemi z odprto zanko, priročnost vozovničnih sistemov, prometni faktorji upora, obseg potniškega prometa|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|2847|201
58886|Krioprezervacija rebrinčevolistne hladnikovke (Hladnikia pastinacifolia Rchb.) z optimizacijo inkapsulacijske dehidracije in vitrifikacije|Ciringer, Terezija|Ambrožič-Dolinšek, Jana|Slovenija, endemična rastlinska vrsta, Hladnikia pastinacifolia Rchb., Apiaceae, kobulnice, tkivna kultura, mikropropagacija, krioprezervacija, inkapsulacijska dehidracija, vitrifikacija, inkapsulacijska vitrifikacija, genska stabilnost, RAPD|2016|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|[Maribor|3748|227
60585|Upravljanje sprememb za prestrukturiranje poslovnih procesov v proizvodnji duroplastov s pomočjo generičnega modela|Vedenik, Gregor|Leber, Marjan|change management, poslovni procesi, življenjski ciklus, patološki problemi, ekipa spremembe, cilj spremembe, merjenje spremembe, model za upravljanje s spremembami, duroplasti|2016|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|1973|242
58449|Uspešnost naprednega oksidacijskega postopka pri čiščenju tekstilne odpadne vode ter njena ponovna uporaba v procesu barvanja z reaktivnimi barvili|Željko, Tina|Majcen Le Marechal, Alenka|tekstilna odpadna voda, čiščenje tekstilne odpadne vode, UV/H2O2 postopek, in situ proizveden vodikov peroksid, razgradnja vodikovega peroksida, ponovna uporaba tekstilne odpadne vode, barvna metrika, kemometrija|2016|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|2140|216
58303|Process design for flavour encapsulation into carbohydrate melts using high pressure homogenizer|Feguš, Urban|Knez, Željko|encapsulation, carbohydrate melts, flavouring, high pressure homogenizer|2016|Angleški jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|2378|159
58083|OKOLJSKO SPREJEMLJIVA ENERGIJSKA IZRABA MULJA KOMUNALNIH ČISTILNIH NAPRAV|Žlak, Janez|Krope, Jurij|termoelektrarna, komunalni mulj, premog, rotacijski regenerator toplote, sosežig|2016|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|2772|172
60794|Razvoj metode za izbiro klasifikatorja|Černezel, Aleš|Rozman, Ivan|Strojno učenje, klasifikacija, klasifikacijski algoritmi, podatkovne zbirke, primerjava algoritmov, zmogljivost klasifikacije, navzkrižna validacija, metoda bootstrap, učna krivulja, prileganje krivulj, aproksimacija krivulj, potenčni zakon, eksponentni zakon, terminalni kriteriji|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|1889|259
59727|ZASNOVA PROTOKOLA ZA POŠTENO ELEKTRONSKO VROČANJE Z ZANESLJIVIM POTRDILOM O POSLANI ELEKTRONSKI POŠILJKI|Kežmah, Boštjan|Hölbl, Marko|elektronsko vročanje, pošteno vročanje, priporočena elektronska pošta, protokol|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|1898|249
57381|Qualitative Studies of Some Polynomial Systems of Ordinary Differential Equations|Dukarić, Maša|Romanovskij, Valerij|planar systems of ODE's, higher dimensional systems of ODE's, phase portrait, nilpotent center, limit cylces, Poincaré compactification, center problem, Bautin ideal, focus quantities, time-reversibility, integrability problem, Darboux method, linearizability, limit cycle, cyclicity|2016|Angleški jezik|FNM - Fakulteta za naravoslovje in matematiko|[Maribor|2201|291
57695|Razvoj leseno-steklenega modula nadgradnje za namen energijske prenove obstoječih stanovanjskih stavb|Špegelj, Tina|Žegarac Leskovar, Vesna|energijsko učinkovite stavbe, energijska prenova stavb, energijsko učinkovite nadgradnje, potencial prihrankov energije v stavbnem sektorju, lesene konstrukcije, steklo, optimalni delež zasteklitve, optimalna oblika modula|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|2569|238
57177|OJAČITEV NEVEZANIH NOSILNIH SLOJEV VOZIŠČNIH KONSTRUKCIJ S PROSTORSKO MREŽNO STRUKTURO TRAKOV|Medved, Samo-Peter|Žlender, Bojan|voziščne konstrukcije, geocelice, geosintetiki, nevezani nosilni sloji, fleksibilne voziščne konstrukcije, ojačitev, mrežna struktura, trakovi, prodi|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|1988|222
59695|RAZVOJ IN ANALIZA MODELA OBLOKA V ELEKTRO-OBLOČNI PEČI Z OPTIMIRANJEM GIBANJA ELEKTROD|Stopar, Klemen|Pihler, Jože|Električni oblok, Matematični model, Elektro obločna peč, Optimizacija, Regulator Gibanja Elektrod|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|2477|195
57673|REKONSTRUKCIJSKI NAČRTI IN STRATEŠKE ODLOČITVE V OBSTOJEČIH INDUSTRIJSKIH PROCESIH|Hosnar, Jernej|Kovač Kralj, Anita|rekonstrukcija, sintezni pristop, matematično programiranje, obstoječ industrijski proces, generiranje procesnih alternativ|2016|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|2061|151
57880|Sinteza in karakterizacija magnetnih nanodelcev za uporabo v samoregulativni magnetni hipertermiji|Ferk, Gregor|Drofenik, Miha|nanodelci, hipertermija, Curie-jeva temperatura, Mg1+xFe2-2xTix, soobarjanje.|2016|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|2986|263
60216|Piramidno kopičenje R genov, odgovornih za odpornost proti krompirjevemu virusu Y in krompirjevi plesni|Dolničar, Peter|Meglič, Vladimir|žlahtnjenje krompirja, odpornost na rastlinske bolezni, PVY, krompirjeva plesen, kopičenje R genov, moška sterilnost, molekulski markerji, Solanum tuberosum|2016|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|2709|205
59705|Regulirana prožilna stopnja za močnostne tranzistorje|Horvat, Janko|Milanovič, Miro|močnostna elektronika, stikalni pretvornik, močnostni tranzistor, prožilna stopnja, opazovalnik, temperatura, toka, življenjska doba, elektromagnetne motnje, oblikovanje preklopa|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|1795|229
59225|Notranja oksidacija mikrolegiranega zlata za medicinske aplikacije|Zupančič Hartner, Tjaša|Anžel, Ivan|notranja oksidacija, zlato, zlitine zlato-lantan, biokompatibilnost zlato-lantan zlitin|2016|Slovenski jezik|FS - Fakulteta za strojništvo|[Mariborg|2378|169
59373|SLEPA LOČITEV VEČKANALNIH POVRŠINSKIH ELEKTROMIOGRAMOV DINAMIČNIH MIŠIČNIH SKRČITEV|Glaser, Vojko|Holobar, Aleš|slepa ločitev signalov, večkanalni površinski elektromiogram, prožilni vzorci motoričnih enot, dinamične mišične skrčitve, sistemi z več vhodi in več izhodi|2016|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|1670|181
59562|Inteligentno toleriranje sklopov glede na tehnološke zmožnosti obdelovalnih postopkov|Močnik, David|Balič, Jože|načrtovanje toleranc, izdelovalni stroški, optimizacija, inteligentno toleriranje, optimizacija z rojem delcev, gravitacijski iskalni algoritem|2016|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|1884|178
57594|EKONOMIKA TEHNIČNIH REŠITEV ENERGIJSKO UČINKOVITE GRADNJE NOVIH OBJEKTOV|Soršak, Marko|Pšunder, Igor|ekonomska učinkovitost, energijska učinkovitost, trajnostna gradnja, ekonomska analiza, gradbeništvo|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|2427|300
57761|Ocena kakovosti podatkov pridobljenih v programih spremljanja podzemnih vod in uporaba kemometrijskih metod za določitev merilnih mest|Sovič, Nataša|Brodnjak-Vončina, Darinka|podzemna voda, kemometrija, onesnaženje, kakovost|2016|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|2440|242
55372|VPLIV KORPORATIVNEGA UPRAVLJANJA NA POSLOVANJE BANK V DRŽAVAH SREDNJE IN VZHODNE EVROPE|Pašić, Polona|Bratina, Borut|Korporativno upravljanje, poslovanje bank, Srednja in Vzhodna Evropa, lastništvo, nadzorni svet, uprava, velikost bank, indeks korporativnega upravljanja, donosnost povprečnih sredstev, donosnost povprečnega kapitala, neto obrestni prihodki.|2016|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|[Maribor|2564|345
60015|Uporaba obdelave slik in metod strojnega učenja pri oceni kalivosti semen paradižnika (Lycopersicon lycopersicum L.)|Škrubej, Uroš|Rozman, Črtomir|obdelava slik, strojno učenje, nevronske mreže, semena, paradižnik|2016|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|3483|301
59596|Subcritical water as a green medium for extraction and processing of natural materials|Ravber, Matej|Škerget, Mojca|Subcritical water, Biowaste, Extraction, Hydrolysis, Antioxidants, Hydrothermal degradation.|2016|Angleški jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|1904|232
55447|Napovedna vrednost nekaterih ultrazvočnih značilnosti ščitničnih gomoljev z uporabo matematičnega modela za analizo ultrazvočne slike|Glogovšek, Martin|Gaberšček, Simona|ščitnični gomolji, ultrazvočna slika, tankoigelna aspiracijska biopsija, grafična analiza|2016|Slovenski jezik|MF - Medicinska fakulteta|Maribor|1762|122
59207|MEDIKALIZACIJA NOSEČNOSTI IN PORODA KOT DRUŽBENA KONSTRUKCIJA|Prosen, Mirko|Tavčar Krajnc, Marina|medicina, porodništvo, babištvo, zdravje žensk, nosečnost, porod, medikalizacija, indeks medikalizacije poroda, družbene dimenzije|2016|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|4295|927
59162|Euro-English in the European Commission: Language Use and Attitudes|Balič, Tina|Šabec, Nada|sociolinguistics, attitudes towards language, Euro-English, lingua franca, European Commission, working language, corpus linguistics, linguistic features, competence in English.|2016|Angleški jezik|FF - Filozofska fakulteta|Maribor|1623|185
59342|AGRONOMSKI IN FIZIOLOŠKI PARAMETRI PRIDELKA GLAVNIH POLJŠČIN V RAZLIČNIH PRIDELOVALNIH SISTEMIH OB UPORABI EKSTRAKTA Ascophyllum nodosum (L.) Le Jolis|Turinek, Maja|Bavec, Franc|ekološko kmetovanje, oljna ogrščica, pšenica, koruza, koruzni žužek, Slovenija|2016|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|2593|234
59365|Uporaba večkriterijskih odločitvenih modelov za ocenjevanje kakovosti ponudbe turističnih kmetij|Potočnik, Majda|Pavlovič, Martin|kakovost ponudbe turističnih kmetij, parametri turistične ponudbe, večparametrski odločitveni model, analitični hierarhični proces (AHP), metoda DEX|2016|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|2189|341
59197|Sinteza nanodelcev zlata z modificirano ultrazvočno razpršilno pirolizo|Majerič, Peter|Rudolf, Rebeka|modificirana ultrazvočna razpršilna piroliza, nanodelci zlata, mehanizmi nastanka, karakterizacija|2016|Slovenski jezik|FS - Fakulteta za strojništvo|[Maribor|2267|230
57236|Modeliranje sevalnega toplotnega toka v sistemu Navier-Stokesovih enačb z metodo robnih elementov|Crnjac, Peter|Škerget, Leopold|računalniška dinamika tekočin, hitrostno-vrtinčna formulacija, naravna konvekcija, sevanje, prenosna sevalna enačba, robno-območna integralska metoda|2016|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|2345|366
