ID|Naslov|Avtor|Mentor|Ključne besede|Leto|Jezik|Organizacija|Kraj|Ogledi|Prenosi
28783|Proaktives Kostenmanagement : Konzeption und Realprofile|Kajüter, Peter||stroškovno računovodstvo, računovodstvo, stroški, terminologija, ekonomske teorije, predstava, projekti, konkurenčnost, podjetje, organiziranost, projektno vodenje, vodstveno računovodstvo, empirične raziskave, procesiranje, poslovni proces, spremembe, prestrukturiranje, struktura, osnove, karakterizacija, management, modeli, operativni plani, avtomobilska industrija, Nemčija, analiza stroškov, disertacije|2000|Nemški jezik|EPF - Ekonomsko-poslovna fakulteta|Wiesbaden|2329|143
28781|Die Haftung des Wirtschaftsprüfers als gesetzlicher Abschlussprüfer|Haberl, Ingrid||revizor, odgovornost, gospodarski svetovalci, kontrola, revizija, zaključni računi, zakonodaja, obračuni, Nemčija, Avstrija, Nemčija, finančno pravo, strokovno delo, računovodski delavci, svetovanje, poklicna odgovornost, poklicna uspešnost, strokovne službe, rezultati, družbe, poslovni rezultati|2000|Nemški jezik|EPF - Ekonomsko-poslovna fakulteta|Wien|1633|152
9101|Določanje položaja kožnih formacij pri taktilni komunikaciji v navideznih vmesnikih : doktorska disertacija|Kramberger, Iztok|Kačič, Zdravko|računalniški vid, procesiranje slike, barvno filtriranje, prostorsko filtriranje, barvni prostor, barva kože, uporabniški vmesnik, interakcija, taktilna komunikacija, navidezna resničnost, razširjena resničnost, sledenje roke, sledenje glave, prepoznavanje kretenj, uporabniško okolje, kožna formacija, bitna maska|2003|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|5297|575
52098|Kombinatorika posplošenih Hanojskih stolpov : doktorska disertacija|Petr, Ciril|Klavžar, Sandi|matematika, računalništvo, kombinatorika, Hanojski stolpi, algoritem, najkrajša pot, grafi Sierpińskega, 1-popolna koda|2004|Slovenski jezik|PEF - Pedagoška fakulteta||2343|90
35044|Alokacija človeških virov v procesu razvoja proizvoda glede na poslovno strategijo : doktorska disertacija|Meglič, Jure|Pagon, Milan|polivalentnost, alokacija, kompetence|2006|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Kranj|3010|64
29487|Vpliv povratne informacije skupine na učenje v procesu odločanja, podprtem s simulacijskim modelom : doktorska disertacija|Kljajić Borštnar, Mirjana|Rajkovič, Vladislav|skupinsko odločanje, simulacijski modeli, učenje|2006|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Kranj|2036|81
29467|Jezik za definicijo problema razporejanja virov : doktorska disertacija|Baggia, Alenka|Leskovar, Robert|razporejanje, jezik za opis, vir|2006|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Kranj|3440|64
29455|Vpliv policijske subkulture na komuniciranje in sodelovanje z zunanjimi organizacijami : doktorska disertacija|Gorenak, Irena|Pagon, Milan|organizacijska subkultura, cinizem, komuniciranje|2006|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Kranj|3785|95
29454|Vloga delovnega prava pri razvoju kadrovske funkcije skozi prizmo reševanja kolektivnih delovnih sporov : doktorska disertacija|Kukec, Bojan|Florjančič, Jože|kolektivni delovni spori, individualni delovni spori, mediacija|2006|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Kranj|3690|59
92930|Sprachspiele als Motivationsfaktor im DaF-Unterricht mit jugendlichen und jungen Erwachsenen : Einsatzmöglichkeiten von Sprachelementspielen im Wortschatzerwerb|Kacjan, Brigita|Krumm, Hans-Jürgen|German, foreign languages, didactics, vocabulary, language games, motivation, cognition, learning, adolescents, dissertations|2007|Nemški jezik|FF - Filozofska fakulteta|[S. l.|0|6
30774|Self-care of the home-dwelling elderly people living in Slovenia : dissertation|Železnik, Danica|Kyngäs, Helvi|aged, functional ability, home-dwelling elderly people, life satisfaction, self-care, self-esteem, self-orientation|2007|Angleški jezik|FZV - Fakulteta za zdravstvene vede|Oulu|5173|217
29540|Model etičnih stališč na ravneh strateškega in operativnega managementa v slovenski policiji : doktorska disertacija|Mekinc, Janez|Ovsenik, Marija|vrednote, etika, etična stališča|2007|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Kranj|2208|73
29527|Prilagodljivi algoritem za kontrolo zalog z mehko logiko v negotovem okolju : doktorska disertacija|Kofjač, Davorin|Kljajić, Miroljub|kontrola zalog, simulacija, optimizacija, mehka logika, nevronske mreže, sistem za podporo odločanju, negotovo okolje|2007|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Kranj|2521|57
25227|Investicije energetske družbe v pogojih odprtega trga električne energije : doktorska disertacija|Fabijan, Drago|Ovin, Rasto|energetika, investicije, družbe, trg, investicijsko odločanje, električna energija, elektrogospodarstvo, krize, potrebe, paradigme, Slovenija, svet, Evropska unija, projekti, investicijska politika, investicijski programi, razvojni projekti, oskrba, trajnostni razvoj, negotovost, tveganje, energetski sistemi, metode, modeli, zmogljivost|2007|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Krško|2338|199
10668|Abstraktni predmeti : za ontologijo izobilja|Arko, Matija|Miščević, Nenad|filozofija matematike, platonizem, nominalizem, abstraktni predmeti, matematične bitnosti, fikcijski liki|2007|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|5714|308
49576|The future of logistics : scenarios for 2025|Gracht, Heiko A. von der||poslovna logistika|2008|Angleški jezik|FL - Fakulteta za logistiko|Wiesbaden|1808|54
49346|Model vpliva trženjskih virov na tržno in finančno uspešnost organizacije : doktorska disertacija|Milfelner, Borut|Snoj, Boris|podjetje, poslovanje podjetja, uspešnost poslovanja, trženje, konkurenčna prednost, image, inovacije, modeli, raziskave, razvoj|2008|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2197|334
48295|Model informacijskega opismenjevanja v slovenskem visokošolskem sistemu : doktorska disertacija|Petermanec, Zdenka|Zabukovec, Vlasta|informacije, modeli, izobraževanje, učni proces|2008|Slovenski jezik|UKM - Univerzitetna knjižnica Maribor|Maribor|3298|410
23950|The impact of strategic management schools and strategic thinking on the performance of Croatian entrepreneurial practice : doctoral dissertation|Jelenc, Lara|Pučko, Danijel|Croatia, entrepreneurship, enterprises, management, manager, strategic management, business efficiency, knowledge|2008|Angleški jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2948|138
23946|Kakovost trženjskih odnosov na področju trgovine na drobno : konceptualni model in empirična preverba|Vesel, Patrick|Žabkar, Vesna|trženje, marketing, razvojna strategija, evolucija, povezanost, strategija trženja, tržna analiza, tržna struktura, modeli, prodaja na drobno, trgovinsko podjetje, trgovske družbe, prodaja, pospeševanje prodaje, storitve, kvaliteta, odnosi z javnostjo, poslovno sodelovanje, uporaba računalnika, dobavitelji, kadri, potrošnik, uporabniki, odjemalec, zadovoljstvo, orodja, empirične raziskave, analiza, case study, primeri|2008|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2668|137
23387|Oblikovanje in empirično preverjanje modela zaznane vrednosti izdelka : doktorska disertacija|Pisnik, Aleksandra|Snoj, Boris|izdelki, oblikovanje, empirične raziskave, vrednost, vrednotenje, zaznavanje, odjemalec, potrošnik, kupci, marketing, zadovoljstvo, poslovanje, trženje, strategija trženja, komercialno poslovanje, politika izdelka, dejavnost, tržne raziskave, modeli, tržna analiza, tržno planiranje, strategija, poslovno sodelovanje, faktorska analiza, multipla linearna regresija, korelacije, integracija, poslovno okolje, spremenljivke, regresijske analize, cilj, tržni sistemi, aplikacija, trg|2008|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Maribor|3906|456
15408|RAZISKAVA KREDITNEGA TVEGANJA S POMOČJO NEVRONSKIH MREŽ|Šenk, Bernarda|Mrkaić, Mićo|kreditno tveganje, nevronske mreže, boniteta, kazalniki, osebnost, vestnost, faktorska analiza, zamude.|2008|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Maribor|3680|308
11452|Pomen neinvazivnega 48-urnega merjenja krvnega tlaka pri hemodializnih bolnikih : doktorska disertacija|Ekart, Robert|Hojs, Radovan||2008|Slovenski jezik|MF - Medicinska fakulteta|[Maribor|5840|501
10661|Ojačitev in glajenje kalcijevih celičnih signalov s primerjavo prenosa signalov v tehniki : doktorska disertacija|Grubelnik, Vladimir|Marhl, Marko|fizika, tehnika, celična signalizacija, kalcijeve oscilacije, proteinske kaskade, glajenje signalov, ojačitev signalov, elektronski sistemi, operacijski ojačevalnik, disertacije|2008|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|Maribor|14814|1142
9744|Priprava in gradnja objektov v gradbenih podjetjih s poudarkom na konceptu reinženiringa : doktorska disertacija|Šuman, Nataša|Rebolj, Danijel|gradbeništvo, proces graditve objektov, reinženiring, organiziranost podjetij, inženirska komunikacija, informacijsko-komunikacijska tehnologija, mobilno računalništvo|2008|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|6159|725
9574|Elementarni benzenoidni grafi in nad njimi definirani grafi : doktorska disertacija|Taranenko, Andrej|Vesel, Aleksander|matematika, teorija grafov, benzenoidni graf, reducibilno lice, resonančni graf, notranji dual, hiperkocka, Fibonaccijeva kocka, disertacije|2008|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|[S. l.|7056|573
9568|Nekalibrirano vodenje robota s pomočjo računalniškega vida : doktorsko delo|Klobučar, Rok|Šafarič, Riko|roboti, računalniški vid, vizualno vodenje, usmerjene nevronske mreže|2008|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|[Maribor|4304|389
9554|Integriran model ocenjevanja uspešnosti programskih ogrodij|Polančič, Gregor|Vajde Horvat, Romana|programska ogrodja, ponovna uporaba, empirično programsko inženirstvo, TAM, učinkovitost IS, terenska raziskava, anketa, modeli strukturnih enačb|2008|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|[Maribor|4410|769
9353|Aspektno usmerjene atributne gramatike : doktorska disertacija|Rebernak, Damijan|Mernik, Marjan|aspektno usmerjeno programiranje, atributne gramatike, domensko specifični aspektni jeziki, specifikacije jezika, generatorji prevajalnikov|2008|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|4460|301
9348|Načrtovanje kontinuirnih reaktorskih sistemov proizvodnje kefirnih zrn : doktorska disertacija|Tramšek, Marko|Goršek, Andreja|kefirna zrna, proizvodnja, rastna krivulja, optimiranje, modeliranje, načrtovanje reaktorjev|2008|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|4860|614
9139|Regularne tehnike vzorčenja trifaznih stikalno-matričnih usmernikov : doktorska disertacija|Šlibar, Primož|Milanovič, Miro|matrični pretvorniki, trifazni matrični usmerniki, višje harmonske komponente, vhodna napetost, faktor moči, tehnika vzorčenja, modulacijski algoritmi, simulacija vazja|2008|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|4082|381
9137|Numerični model časovno odvisnega elektromagnetnega polja v okolici ozemljitvenega sistema z metodo končnih elementov : doktorska disertacija|Habjanič, Anton|Trlep, Mladen|ozemljitveni sistemi, časovno odvisno elektromagnetno polje, numerični modeli, metoda končnih elementov, ionizacija zemljišča|2008|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|4453|518
24699|Dynamic effects of international fragmentation of production : empirical analysis of Slovenian manufacturing firms|Burger, Anže|Jaklič, Andreja|Slovenia, industries, processing industry, enterprises, production, business process, outsourcing, international cooperation, dynamics, productivity, analysis|2009|Angleški jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2454|102
24697|Analiza stroškovne učinkovitosti investicij v cestno infrastrukturo v Sloveniji : doktorska disertacija|Makovšek, Dejan|Logožar, Klavdij|investicije, ocenjevanje, tehnika, analiza stroškov, stroški, rešitve, metode, učinkovitost, ceste, infrastruktura, Slovenija, komparacije, mednarodne primerjave, svet, avtoceste, prometna politika, statistična analiza|2009|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Ptuj|3136|222
24695|Čezmejne združitve in prevzemi kot dejavnik tranzicije v EU : doktorska disertacija|Maček, Anita|Oplotnik, Žan|tranzicija, združevanje, mednarodno podjetje, gospodarstvo, ekonomska politika, Evropska unija, neposredne tuje investicije, institucionalizem, liberalizacija, konvergenca, EU, ekonomika prehoda, mednarodni tokovi kapitala, keynesianizem, podjetje, investicije, razvoj, globalizacija, ekonomske teorije, prevzemi podjetij, združitve podjetij, makroekonomija, matematična ekonomija, matrike, empirične raziskave|2009|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Maribor|2784|311
24692|Ocenjevanje učinkovitosti aktivnih politik zaposlovanja : primer Slovenije|Južnik, Laura|Malačič, Janez|Slovenija, trg delovne sile, zaposlovanje, zaposlenost, cilj, mladina, izobraževanje, brezposelnost, javna dela, politika, programi, ocenjevanje, uspešnost, znanje, izobraževalni sistemi, podatki, institucije, institucionalizem, empirične raziskave|2009|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2588|155
24690|National transfer accounts for Slovenia : doctoral dissertation|Sambt, Jože|Malačič, Janez|Slovenia, national accounts, capital transfer, assets, life cycle, demography, age, developed countries, developing countries, international comparisons|2009|Angleški jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2406|88
24689|Povezanost med tržno naravnanostjo, inovacijami in uspešnostjo podjetja : konceptualni model in empirična preverba|Bodlaj, Mateja|Rojšek, Iča|marketing, strategija trženja, podjetje, inovacijska dejavnost, inovacijski proces, poslovanje podjetja, inovativno poslovanje, povezanost, tržne raziskave, meritve, uspešnost poslovanja, trženje, trg, inovativnost, inovacije, modeli, empirične raziskave, kvalitativna analiza, vrednotenje, analiza|2009|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2228|221
24686|Towards knowledge needs-technology fit model for knowledge management systems : doctoral dissertation|Baloh, Peter|Desouza, Kevin C.|knowledge management, knowledge, information systems, information technology, design, models, evaluation|2009|Angleški jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2680|96
24678|Core technological, marketing and complementary competencies as determinants of innovative performance : ph.d. dissertation|Rajkovič, Tanja|Prašnikar, Janez|industrial enterprises, innovations, technology, competence, competition, competitive advantage, market, models, analysis|2009|Angleški jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2340|99
24677|Siva ekonomija v Sloveniji : merjenje, vzroki in posledice|Nastav, Bojan|Lavrač, Ivo|siva ekonomija, Slovenija, meritve, merila, ocenjevanje, metode, davki, davčna utaja, obdavčenje, makroekonomija, modeliranje, delo, trg delovne sile, aktivnosti, kontrola, dohodek, poraba, ankete, disertacije|2009|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Ljubljana|2809|268
24485|Model razvoja novih finančnih storitev : doktorska disertacija|Nekrep, Mojca|Bastič, Majda|finance, storitve, zavarovanje, finančni instrumenti, sposobnosti, modeli, razvoj, finančne ustanove, banke, kreditiranje, zavarovalnice, vrednostni papirji, trgovanje, investicije, delnice, obveznice, izvedeni finančni instrumenti, borzništvo, investicijski skladi, bančno poslovanje, inoviranje, inovativno poslovanje, konkurenčnost, kvaliteta, zagotavljanje kvalitete, Slovenija, Evropska unija, poslovanje, tveganje, poslovni proces, inovativno poslovanje, inovativnost, inovacije, raziskave|2009|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Maribor|2361|138
24484|Prenova poslovnih procesov kot dejavnik inovativnega poslovanja v sodobnih tranzicijskih razmerah gospodarjenja : doktorska disertacija|Hustič, Igor|Mulej, Matjaž|inovativno poslovanje, modeli, poslovanje podjetja, prenova, poslovni proces, inovativno poslovanje, podjetje, inovativnost, inovacije, raziskave, razvoj, gospodarnost, ekonomičnost, tranzicija, sposobnosti, metode, uporaba, primerjave, spremembe, uporabniki, tveganje, praksa, aplikacija, raziskave, analiza|2009|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Rogaška Slatina|1889|119
23984|Značilnosti zunanjega izvajanja aktivnosti in njegova povezava z uspešnostjo poslovanja malih in srednje velikih podjetij v Sloveniji : doktorska disertacija|Bradač Hojnik, Barbara|Rebernik, Miroslav|podjetje, mala podjetja, organizacijski razvoj, srednja podjetja, organizacijski sistemi, poslovanje podjetja, izvršba, uspešnost poslovanja, aktivnosti, dejavnost, značilnosti, management, transakcije, stroški, proizvodnja, organizacija, teorija, praksa, modeli, podatki, statistične metode, rezultati, hipoteze, empirične raziskave, povezanost, analiza, Slovenija|2009|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Maribor|2795|233
11097|SENZORSKO OMREŽJE ZA MERJENJE LOMNEGA KOLIČNIKA IN TEMPERATURE NA OSNOVI GRADIENTNIH MNOGORODOVNIH OPTIČNIH VLAKEN|Kežmah, Marko|Đonlagić, Denis|temperaturni senzor, senzor lomnega količnika, optična vlakna, kvazi porazdeljeno omrežje, izgube v optičnih vlaknih, vzajemni vplivi|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3174|266
11106|NAČRTOVANJE IN ANALIZA SINHRONSKIH STROJEV S TRAJNIMI MAGNETI IN AKSIALNIM MAGNETNIM PRETOKOM|Virtič, Peter|Štumberger, Bojan|načrtovanje, analiza, sinhronski stroj, trajni magneti, aksialni magnetni pretok, trifazni, metoda končnih elementov, analitična metoda|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3598|467
21871|Identifikacija nekaterih kandidatnih genov za astmo ter povezava teh genov s fenotipom astme in odgovorom na terapijo pri otrocih z astmo : doktorska disertacija|Berce, Vojko|Potočnik, Uroš|neatopijska astma, fenotip, farmakogenomika, CCR5-delta32, IL4RA Q551R, CTLA4 CT60|2009|Slovenski jezik|MF - Medicinska fakulteta|[S. l.|3710|328
15409|VPLIV MANAGEMENTA V TURISTIČNEM GOSPODARSTVU NA IZOBRAŽEVANJE ZA TURIZEM - PRIMER SLOVENIJE|Tkalčič, Marjan|Florjančič, Jože|turistični management, izobraževanje za turizem, znanje v turizmu, slovenski turizem, človeški viri.|2009|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Maribor|3948|414
10754|SINTEZA KONSTRUKCIJE JEKLENIH HAL Z MEŠANIM CELOŠTEVILSKIM NELINEARNIM PROGRAMIRANJEM|Žula, Tomaž|Kravanja, Stojan|gradbeništvo, mehanika, konstrukcija, sinteza, sinteza konstrukcij, optimiranje, optimiranje konstrukcij, optimiranje topologije, diskretno optimiranje, mešano celoštevilsko nelinearno programiranje, MINLP, algoritem zunanje aproksimacije s sprostitvijo enačb, OA/ER algoritem, modofocirani algoritem OA/ER, trifazana MINLP strategija, jeklene hale|2009|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|[Maribor|5381|385
12755|VREDNOTENJE PROTIKOROZIJSKE ZAŠČITE Z EPOKSI PREMAZI S POMOČJO ELEKTROKEMIJSKE IMPEDANČNE SPEKTROSKOPIJE|Skale, Saša|Doleček, Valter|elektrokemijska impedančna spektroskopija, protikorozijski premazi, vlažna komora, nadomestna vezja, CPE, Warburgova impedanca, vrednotenje epoksi premazov, cink fosfat, železov luskavec, priprava površin, epoksi poliamino amidni premazi, ISO 12944|2009|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|[Maribor|4931|577
12104|Uporaba računalniško podprte procesne tehnike za integracijo industrijskih procesov|Tokoš, Hela|Novak Pintarič, Zorka|integracija vodnih sistemov, toplotna integracija, poligeneracija, šaržni procesi, kontinuirni procesi, retrofit, industrijska aplikacija|2009|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|4423|225
12750|NADOMEŠČANJE MANJKAJOČIH VREDNOSTI S POMOČJO ROTACIJSKEGA REGRESIJSKEGA GOZDA|Palfy, Miroslav|Kokol, Peter|strojno učenje, rotacijski gozd, nadomeščanje manjkajočih vrednosti, regresijsko drevo, ansambel regresorjev|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3316|318
12696|VPLIV ZNAČILNOSTI VRVNEGA POGONA NA DELOVANJE HAPTIČNEGA MEHANIZMA|Rajh, Matej|Glodež, Srečko|vrvni pogon, haptika, magnetna resonanca, robotika, mehanizmi, gibljivost, MR-kompatibilnost|2009|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|3218|313
12689|HIBRIDNI PRISTOP ZA ZAZNAVO ELEMENTOV SUBJEKTIVNOSTI V BESEDILNIH TOKOVIH|Verlič, Mateja|Kokol, Peter|analiza razpoloženja, rudarjenje mnenja, rudarjenje po besedilih, klasifikacija, strojno učenje|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3057|378
12194|VODENJE PROJEKTOV VIRTUALNIH SKUPIN V VIRTUALNIH SKUPNOSTIH ZA ODPRTOKODNI RAZVOJ PROGRAMSKIH REŠITEV|Harej Pulko, Katja|Rozman, Ivan|virtualne skupine, virtualne skupnosti, vodenje projektov, razvoj odprtokodnih rešitev, anketa, principi vodenja|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3768|536
10984|NAČRTOVANJE IN SINTEZA KEMIJSKIH PROCESOV Z UPORABO UČINKOVITIH MODELNIH TEHNIK IN REŠITVENIH STRATEGIJ|Ropotar, Marcel|Kravanja, Zdravko|procesna sinteza, procesni sintetizer, konveksna lupina, transformacija spremenljivk, splošno disjunktno programiranje, zunanje poenostavite, NLP, MINLP, šaržni reaktor, cevni reaktor, ortogonalna kolokacija, diferencialno-algebrski sistem enačb|2009|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|3771|349
12536|Vpliv funkcionalizacij in struktur metakrilatnih monolitov na pretočnosti in kapacitete za različno velike molekule|Frankovič, Vida|Krajnc, Peter|graftiranje (pripajanje), funkcionalizacija, CIM monoliti, anionsko-izmenjevalni kromatografski nosilci, DEAE, padec tlaka, prepustnost, dinamična vezna kapaciteta, proteini, pDNA, število veznih mest (z-faktor), kombinirani monoliti|2009|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|[Maribor|4950|392
12527|Raziskava karbonatnega ravnotežja vode s stabilnim izotopom ogljika ([sub] 13C) : doktorska disertacija|Poberžnik, Mojca|Lobnik, Aleksandra|karbonatno ravnotežje, pitna voda, 13C izotop, ogljikov dioksid, pilotna naprava, uvajanje CO2, hidrokemijski model, PHREEQC|2009|Slovenski jezik|FS - Fakulteta za strojništvo|[Maribor|4444|370
12485|Geografski pristop celostnega načrtovanja upravljanja porečja Sotle s poudarkom na reki Sotli in Sotelskem jezeru : doktorska disertacija|Prah, Klemen|Vovk, Ana|geografija, hidrogeografija, porečja, Sotla, Sotelsko jezero, upravljanje porečij, disertacije|2009|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|4839|13
12293|Vpliv prednapetja na dinamično nosilnost vzvojne vzmeti : doktorska disertacija|Močilnik, Vinko|Gubeljak, Nenad|vzvojna palična vzmet, prednapetje, večosno napetostno stanje, mikro razpoka, utrujanje, kot zasuka, življenska doba, torzija|2009|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|5049|459
12214|NELINEARNE MULTIVARIATNE STATISTIČNE METODE ZA SPROTNO ODKRIVANJE NAPAK V INDUSTRIJSKIH PROCESIH|Bratina, Božidar|Tovornik, Boris|odkrivanje napak, izolacija napak, residuum, multivariatne statistične metode, metoda glavnih komponent, nevronske mreže, načrtovanje s poskusi|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3573|409
12119|POSPEŠEVANJE UPORABE NAČRTOVALSKIH VZORCEV S POMOČJO ONTOLOŠKO PODPRTEGA REPOZITORIJA|Pavlič, Luka|Rozman, Ivan|Ponovna uporaba, načrtovalski vzorci, ontologije, semantični splet, repozitorij načrtovalskih vzorcev, voden dialog, inteligenten algoritem.|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3261|358
12185|METODE STATISTIČNEGA MODELIRANJA IZMERJENEGA OMREŽNEGA PROMETA ZA NAMENE SIMULACIJ|Fras, Matjaž|Čučej, Žarko|omrežni promet, modeliranje, simulacije, naključni proces, porazdelitev verjetnosti|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|2932|280
11795|FIZIKALNO NUMERIČNI MODEL POZITIVNE, NAVZDOL USMERJENE ATMOSFERSKE RAZELEKTRITVE|Gaber, Matjaž|Trlep, Mladen|numerični model, fizikalni model, pozitivna navzdol usmerjena strela, atmosferska razelektritev|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3257|232
11329|HIBRIDNI KAZALCI KAKOVOSTI ELEKTRIČNE ENERGIJE V ELEKTROENERGETSKEM DISTRIBUCIJSKEM SISTEMU|Toroš, Zvonko|Pihler, Jože|kazalci kakovosti, elektroenergetski distribucijski sistem, optimizacija, diferenčna evolucija, vzdrževanje, stikalni aparati.|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3193|394
11238|RAZVOJ SPLETNE APLIKACIJE ZA DINAMIČNO RAZPOREJANJE PROIZVODNJE V MALIH IN SREDNJE VELIKIH PODJETJIH|Knaflič, Andrej|Kljajić, Miroljub|Dinamično razporejanje proizvodnje, Razvoj spletne rešitve, Spletni uporabniški vmesnik, WAMP (Windows, Apache, MySQL, PHP), Majhna in srednje velika podjetja (MSP)|2009|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Kranj|6921|492
11342|Novi jezikovni in pragmatični model kratkih radijskih informativnih besedil|Pivec, Polona|Stramljič Breznik, Irena|slovenščina, jezikovna pragmatika, sporočanje, tekstna lingvistika, radijska besedila, informativna besedila, jezikovne analize|2009|Slovenski jezik|FF - Filozofska fakulteta|Maribor|5401|679
11328|Dinamična trdnost toplotno rezanih elementov konstrukcij|Jezernik, Niko|Glodež, Srečko|utrujanje, termično rezanje, iniciacija razpok, širjenje razpok, numerične simulacije|2009|Slovenski jezik|FS - Fakulteta za strojništvo|[Maribor|4186|304
11198|ORODJA IN METODE ZA HITRO IZVEDBO PROTOTIPNIH ALGORITMOV VODENJA IN ODDALJENIH EKSPERIMENTOV|Hercog, Darko|Jezernik, Karel|hitra izvedba prototipnih algoritmov vodenja, generiranje kode, vgrajeni sistemi, digitalni signalni procesorji, avtomatsko vodenje, oddaljeni laboratoriji|2009|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|3154|308
10956|NAPOVEDOVANJE SPREJEMLJIVOSTI IZDELKA NA TRGU S POMOČJO VEČKRITERIJSKE ANALIZE|Kostanjevec, Tomaž|Polajnar, Andrej|razvoj izdelkov, novi izdelki, večkriterijska analiza, večdimenzionalni prostor, napovedovanje|2009|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|3872|357
10582|PRIMERJAVA METOD MERJENJA SREDNJEGA PREMERA NAVOJA IN ANALIZA VPLIVOV NA MERILNI REZULTAT|Primožič Merkač, Tadeja|Ačko, Bojan|navojni obroč, kalibracija, srednji premer navoja, merilna negotovost, dimenzijsko merjenje|2009|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|4680|437
10617|RAČUNALNIŠKO MODELIRANJE CELIČNIH GRADIV NEUREJENE STRUKTURE|Borovinšek, Matej|Ren, Zoran|odprto-celična gradiva, računalniška tomografija, geometrijska rekonstrukcija, mehanske lastnosti, eksperimentalni preizkusi, računalniške simulacije, udarne obremenitve|2009|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|4555|463
